title,price,location,url,posted_date,image_url,condition,description,post_id,seller_type
Computer / Printer Work Station,$40,"Longview, WA",https://portland.craigslist.org/clk/sys/d/longview-computer-printer-work-station/7832449462.html,,,,"QR Code Link to This Post


This beautiful medium oak grained 'Sauder' computer station combines a table for your desktop computer screen or a laptop computer along with 2 pull out extension shelves; one for a keyboard, and another for your printer or auxiliary equipment.  It also has a storage area below the printer shelf for storing paper, ink cartridges etc. It has 4 casters for movability and is in excellent condition! 
The top measures; 16 inches deep by 27 inches wide.
The total unit height measures; 30 1/2 inches high by 20 inches at the bottom depth. 
The keyboard shelf extends out an additional 10 inches from the unit. 
The 2 level printer shelf extends out an additional 7 1/2 inches from the unit.
The additional bottom storage area measures; 6 inches high by 16 inches deep by 27 inches wide.
Good for a lot of other uses, because it is strong and on wheel

This unit is VERY heavy and requires 2 strong folks to load into a large enough vehicle, as the seller is physically unable to help.

If interested - CraigsList email reply, or telephone and TALK to Rodney at  show contact info
.

NO TEXTING, and ALL OTHER TYPES OF RESPONSES WILL NOT WORK.",7832449462,
MacBook Air mid 2013 - core i5 - 11”,$125,WOODBURN,https://portland.craigslist.org/clc/sys/d/woodburn-macbook-air-mid-core-i5-11/7853339320.html,,,,"QR Code Link to This Post


Selling this nice MacBook Air mid 2013. Small size 11”. Core i5, 4 gb ram, 128 gb SSD hard drive. Mac OS Big Sur. In very good condition, almost excellent except for a dent on an upper corner. See photos. This doesn’t affect its functionality or the screen. Great tiny laptop for transporting!",7853339320,
Gaming Corsair AMD desktop,$400,Vancouver,https://portland.craigslist.org/clk/sys/d/vancouver-gaming-corsair-amd-desktop/7852960310.html,,,,"QR Code Link to This Post


ROG STRIX B450-F Gaming 11 Motherboard
Corsair - Carbide Series SPEC-DELTA RGB Tempered Glass Mid-Tower ATX Gaming Case
-AMD Ryzen 7 1700X 3.4GHz (8C/16T, 20MB Cache, 3.8 GHz Precision Boost)
-Sapphire Radeon RX570 8 GB
-16 GB DD4 RAM
-521GB Samsung  Nvme PCIe (Boot and OS drive)
-1 TB 7200 RPM HDD (storage) 
-Upgraded Power Supply Corsair CX650M
-802.11ac Wireless
-Bluetooth 4.1
-1x USB 3.1 Type C
-4x USB 3.0
-4x USB 2.0
-2x PCIe X16

 Plays any game out there at super high framerates. 

Would trade for fast Laptop 

360-576-15two3",7852960310,
Samsung Galaxy Tab A9+ w/ EXTRAS,$180,Humboldt,https://portland.craigslist.org/mlt/sys/d/portland-samsung-galaxy-tab-a9-extras/7849778320.html,,,,"QR Code Link to This Post


SAMSUNG GALAXY TAB S9+
11"" Screen
64 GB SSD, expandable with MicroSD
USB-C for charging, data transfer
3.5 mm TRRS headphone + microphone jack
Wifi
Bluetooth
Front + rear-facing cameras

A $300 VALUE! Come get this steal of a deal on this fantastic entry-level tablet. Unlocked, factory reset, and clean as a whistle. Original packaging and more are part of this bundle:
+ SIM+SD card slot key
+ USB-C to USB-C transfer cable
+ Getting started guide

1-Year Warranty started September 30, 2024. Receipt included.

EXTRAS included:
+ Folio Case w/ detachable backlit Bluetooth keyboard + trackpad
+ USB-A to USB-C cable
+ OASO touchscreen stylus
+ Tempered glass screen protector (one already installed, one extra)

I needed these extras to make the Tab A9+ more of a ""do-it-all computer"" until I got my desktop computer running again. Let me tell you: This is a great option for anybody that needs the basics you expect of a laptop. Word processing, Excel spreadsheets, web browsing, YouTube/Hulu/Netflix streaming... the list goes on! Short of playing complex graphics-heavy online games, the Galaxy Tab A9+ can do it all. An ideal gift for an intelligent young one getting started in the maker's world: This tablet can even run Autodesk's Tinkercad.

Feel free to email or text any questions.



#samsung #A9 #A9plus #tablet #tab #samsunggalaxy #galaxy #android",7849778320,
:: Apple Mac Pro 2013 : 128GB : 512SDD : AMD D500 : Ventura ::,$500,NEPO,https://portland.craigslist.org/mlt/sys/d/portland-apple-mac-pro-gb-512sdd-amd/7846424481.html,,,,"QR Code Link to This Post


2013 Mac Pro

- 2.7 GHz 12-Core Intel Xeon E5 CPU
- Dual AMD FirePro D500 3GB GPUs
- 128 GB 1066 MHz DDR3 RAM
- 512GB SDD
- In excellent condition, no issues.
- Currently running macOS Ventura 13.1 (22C65) (flawlessly)
- Comes with charge cable, magic mouse, and keyboard.

Asking $1050 obo for everything. Or trade for a PC gaming laptop.

---------------------------------------------------------------------------------------------
No flakes .. no scammers .. no low ballers.
Simply put, PLEASE don't waste my time and I promise not to waste yours.

No I will not ship this computer to your 'cousin' in ______.
If you can't come see it and pick it up in person, don't bother responding.
No I will not take a fake money orders (thanks though) or PayPal/Cash app/etc. payments (kind of you to offer).
---------------------------------------------------------------------------------------------",7846424481,
"16"" 2021 Macbook Pro M1 Max 1TB 64GB RAM","$2,200",Portland,https://portland.craigslist.org/wsc/sys/d/portland-macbook-pro-m1-max-1tb-64gb-ram/7848707619.html,,,,"QR Code Link to This Post


This Macbook is in very good condition, everything functions perfectly and it is factory reset. It will come with the charger (in decent condition), no original box. There is a dbrand marble skin on the laptop that comes off easily but I've left on as it is very protective for the laptop exterior. 
No lowball offers please. Fill free to email me with questions.",7848707619,
Macintosh G4 Laptops,$20,NE,https://portland.craigslist.org/mlt/sys/d/portland-macintosh-g4-laptops/7845858619.html,,,,"QR Code Link to This Post


These are available, so no need to ask:

2x Apple Mac Power Books G4 A1055
for parts or repair

no (working) power pack A/C adapters included
batteries, if one, are not tested 

do your research to determine if these will meet your needs

$40 for both 




keyw0rds
Apple Mac Book macbook Powerbook 17"" 15"" Core 2 Duo 2.0ghz? 13-Inch, BLACK A1181 Notebook",7845858619,
Fast Dell E6540 quad i7-4810QM 16GB 512GB SSD W11 Pro,$180,PORTLAND,https://portland.craigslist.org/mlt/sys/d/portland-fast-dell-e6540-quad-i7-4810qm/7852678712.html,,,,"QR Code Link to This Post


Dell Latitude E6540: Intel Quad Core i7-4810QM + 16GB RAM + 512GB SSD + 
Wifi/Bluetooth + DVD + FHD 15.6"" display + 2GB AMD Radeon + W11pro...

Up for sale is a used business class Dell Latitude E6540 with the same specs 
as a Dell Precision M2800 same generation. Powered by an Intel Quad Core 
i7-4810QM 2.8GHz processor. With 16GB of RAM and a 512GB high speed SSD and 
dedicated 2GB GDDR5 AMD Radeon 8790M graphics it is perfect for engineering, 
video editing, 3D design, programming, retro gaming, graphic design, and a 
multitude of multitasking and programming intense tasks. The large 15 inch 
screen provides a clear display for any activity. Super fast machine that could 
easily be a great desktop replacement perfect for a student looking for an 
affordable, reliable and powerful machine for all their learning projects.
It boots in less than 15 seconds!!!  
Latitude laptops by Dell are built with a magnesium and aluminum case, so it can 
go through a lot and keep on ticking. All the ports tested, Windows 11 Pro for 
mobile workstation installed, activated, all tuned up with latest BIOS, latest 
drivers and W11pro system updates.

Specs:
- Intel Core i7-4810QM processor, 2.8 GHz (4 cores/8 threads)
- 16GB RAM Memory, upgradable to 32GB
- 15.6"" LCD, 1920x1080 FHD Resolution
- Windows 11 Pro (64-bit) 
- 2GB GDDR5 AMD Radeon HD 8790M Graphics + Intel HD Graphics 4600.
- 512GB fast boot SK Hynix SSD (Solid State Drive) 
- 8x CD/DVD Burner Writer Player 
- Intel 802.11N Wireless card 
- 1x HDMI Port + VGA Port + 2x USB 3.0 Ports + 2 USB 2.0 Ports
- 1x Express Card Slot + SD Card reader slot
- 10/100/1000 Ethernet
- Headphone jack and microphone.
- Built in webcam, Bluetooth.
- Backlit keyboard
- Original 180W(110-230V) AC Adapter and new Battery!

If interested or for more info just email me. If possible include some kind of 
contact info so I will text / call you ASAP.
Thank you.




.
7520,7710,7720,6800,zbook,rog,elitebook,probook,thinkpad,p50,p51,p52",7852678712,
"New Apple Laptops, Gold, Silver, Coins  Buyer",$0,Portland,https://portland.craigslist.org/mlt/sys/d/portland-new-apple-laptops-gold-silver/7841318757.html,,,,"QR Code Link to This Post


Buyer looking for new Apple Laptops 
Gold
Silver 
Coins 
High end watches 
Honest straightforward 
Cash transaction 
Ready to meet buyer
Please reach out if any and will talk

Thank you,",7841318757,
EXTERNAL GPU:  GTX 1660 eGPU - Akitio Node USB4 / Thunderbolt 3 & 4,$300,Portland,https://portland.craigslist.org/wsc/sys/d/portland-external-gpu-gtx-1660-egpu/7851207038.html,,,,"QR Code Link to This Post


-Akitio Node PCIe External Enclosure for PCIe Cards and GPU's with a GTX 1660 OC Installed.  Similar to a Razor Core X.
-All-Metal construction.  Some light scratches/wear on exterior metal chassis from moving it around.
-Thunderbolt 3, Thunderbolt 4 and USB 4 compatible.
-MSI Venus NVidia GTX 1660 OC 6GB card installed.  
-The enclosure works with other PCIe cards such as SAS, SCSI, Fiber Channel, Fast Ethernet, Sound Cards, etc and fits any PCIe card, including large-format cards.
-Internal cooling fans.
-Internal 350W dedicated power supply inside with dual 6/8 pin power connectors for cards that require dual power inputs.

Compatible with Laptops, Desktops, Mini PC's and Handhelds.  Provides a MASSIVE boost in both battery life and GPU Performance even when using internal screen of the connected device.  This creates a perfect ""docked"" solution for laptops and handhelds such as the Legion Go or ROG Ally when connected to a TV or external.  Works with Mac, Windows, and Linux and possibly others.

Works great, in great condition.  No physical damage, just light scratches from being moved around.

Thanks for viewing.",7851207038,
Resellers Dream! 189 Lot of Acer Chromebook's Touch Screen  Spin 11 R751T-C4XP N,$15,Portland,https://portland.craigslist.org/mlt/sys/d/portland-resellers-dream-189-lot-of/7841915448.html,,,,"QR Code Link to This Post


MUST BUY AT LEAST 20 UNITS. Proof of sales in pictures. It is not worth the risk of giving my home address or meeting at a public space nearby to everyone on the internet otherwise. Ideally, I'll sell all the units to one buyer.

Full description below. Selling 189 Acer Chromebook Laptops. $15 each. Cash or Cashiers Check only. I've sold around 80 of these on Ebay already. My Ebay business is small though so these sell slowly for me. Proof of sales provided in pictures. I've sold them on Ebay at $59.00 each. They're taking up space at my house and I just want them gone. That's the reason for the low price point. I have AROUND 189 units, number may not be exact.

Acer Chromebook Spin 11 R751T-C4XP Touch N3350 1.1Ghz 4GB 32GB OK Condition

Fully Tested & Functional  May show some signs of use .  Item is functional, and fully working and has been fully tested, power-washed and restored to factory settings.

Unit may have air pockets on bottom of screen as shown in picture. This has no affect on performance and unit is still fully functional. Purely cosmetic. Please message me if you have any questions or concerns. Does not come with a charging cord. Will need to purchase a USB-C cord seperatly to charge.",7841915448,
11” iPad Air M1 - 64GB Starlight + Apple Pencil + Logitech Combo Touch Case,$450,Milwaukie,https://portland.craigslist.org/clc/sys/d/gladstone-11-ipad-air-m1-64gb-starlight/7851892534.html,,,,"QR Code Link to This Post


Selling my 11” iPad Air (M1 chip, 64GB, Starlight) in excellent condition.
The iPad is in very good condition with no scratches on the body or screen. The Logitech case allows this to be used as a laptop replacement and the keyboard is backlit and magnetically detachable when not needed. The Apple Pencil is also in great condition with minimal signs of wear. Battery on the iPad is in like-new condition. 

Includes:
	•	iPad Air M1 (5th Gen) - 11” Display
	•	64GB Storage - Starlight
	•	Logitech Combo Touch Keyboard Case (with trackpad and detachable keyboard)
	•	Apple Pencil (2nd Generation)
	•	Original box with non original USB-C cable (no wall brick).

Everything works flawlessly and is in great shape—no scratches, dents, or issues.

Please reach out via text if interested. I accept cash only. No shipping and no trades.",7851892534,
Lot of Windows 11 SSD Laptops in Stock - Walk in Store in Sherwood,$199,Sherwood,https://portland.craigslist.org/wsc/sys/d/sherwood-lot-of-windows-11-ssd-laptops/7839641656.html,,,,"QR Code Link to This Post


We are LV Electronics in Sherwood and we sell Refurbished Laptops and Desktop Computers with 6 Month Warranty.

Most laptops are under $199 with many under $150.
Pics show only some of our current inventoy
Call/Text  show contact info


Walk-in Store Open Weekdays 9-5
20746 SW Olds Place
Suite 105
Sherwood OR 97140",7839641656,
ROLLING COMPUTER TABLE STAND,$45,Portland,https://portland.craigslist.org/mlt/sys/d/portland-rolling-computer-table-stand/7849442360.html,,,,"QR Code Link to This Post


For use with laptops or mini computer.  Excellent working condition;",7849442360,
Computer and A/V Repair,$80,Felida,https://portland.craigslist.org/clk/sys/d/vancouver-computer-and-v-repair/7856920933.html,,,,"QR Code Link to This Post


Hello,

I am an experienced computer repair professional living in Vancouver that is looking for some extra work to pay the bills. Most of my customers ask for data recovery, transfer of data from old computer to new computer, and set up of peripheral devices. I do all kinds of IT work and contracting for individuals that need computer repair in their home. I do laptops and desktops, printers, internet equipment, monitors, speakers, video game systems, and lots more.

My fee starts at $80 for a house visit, cash only, payable up front. This is credited towards your repair. Please send photos of the equipment you want fixed as sometimes I recognize the model and can figure out quickly what it needs based on experience and can order the part in advance. If I cannot fix it, I will of course not charge you for anything.

Over-the-phone customer service is also available for an additional fee payable via invoice.

Attached are some examples of my previous work. Thank you.",7856920933,
Military Grade ToughBook Touchscreen SSD Webcam+Satellite GPS!,$450,"Vancouver,WA",https://portland.craigslist.org/mlt/sys/d/vancouver-military-grade-toughbook/7856517131.html,,,,"QR Code Link to This Post


Hello Everyone!

Up for sale here is an upgraded Excellent Condition Military Grade Panasonic Toughbook. This is a newer, enhanced revision that allows maximum upgradability.
Which is hands down the most rugged, military grade bad-ass laptops out there. Designed to work in extreme environments. Under a pouring rain or blazing hot conditions.
It has a 13.1"" XGA Sunlight-viewable 1200 nit touchscreen that comes with a stylus pen. 
Extremely long battery life,
20+ hrs on a brand new battery, and an expansion bay for dual battery setup to double that amount. 
Fresh System Windows 10 Professional (64Bit) with the latest updates and MS Office Professional Plus Complete Full Package. Not a subscription.
This system is extremely fast, a total rugged workhorse.
Full magnesium alloy case with handle. Optional 4G LTE-Advanced multi carrier mobile broadband with satellite GPS(Yes this $200 upgrade is INCLUDED)

Price is Firm @$450 just reduced from 600

SPECS:
4G-LTE 
Satellite GPS(dedicated)
Bluetooth/Wi-Fi
13.1"" XGA Sunlight-viewable 1200 nit touchscreen
Intel i5 2.5Ghz Processor
256GB SSD Storage (Options available)
16GB RAM
HD Webcam
Intel HD Graphics. 
Backlit Keyboard. 
Built in HDMI and Memory Card Reader USB 3.0 Ports. 

Additional accessories available for extra:
* Heavy Duty - Docking Station  $100
* CAR GPS units $50
* CAR Chargers  $50
* Brand new stylus $20
* Extra brand new batteries (Genuine Panasonic) - $50

Comes with AC adapter/Wall charger. TEXT ONLY if you are seriously interested: . show contact info
_
THANKS!!",7856517131,
4K Monitor that works great for MacBook Air M3 M4 Dell XPS Laptops,$200,Gresham,https://portland.craigslist.org/mlt/sys/d/gresham-4k-monitor-that-works-great-for/7856003613.html,,,,"QR Code Link to This Post


I used it with my MacBook Air M3 and it was excellent!  I’ve moved on to a different Mac and Monitor now.  

VP2768a-4K 27 Inch 4K UHD IPS Monitor with Advanced Ergonomics, ColorPro 100% sRGB Rec 709, 14-bit 3D LUT, Eye Care, 90W USB C, RJ45, HDR10

PREMIUM MONITOR: 27 Inch 4K UHD (3840x2160p) IPS monitor with thin bezels, HDR10 and 60Hz refresh rate
LESS CABLE CLUTTER: Ethernet RJ45 and USB-C connectivity for fast data, audio and video transfer, 90W charging over one cable
ERGONOMIC STAND: Advanced ergonomics (tilt, swivel, pivot and height) for all-day comfort
ENHANCED VIEWING COMFORT: Flicker-Free technology and Blue Light Filter for reduced eye fatigue
EXCEPTIONAL COLOR ACCURACY: 100% sRGB, EBU, SMPTE-C, Rec. 709, and DICOM-SIM color spaces and Delta E<2 accuracy
PANTONE VALIDATED: This monitor has been certified as capable of reproducing Pantone Matching System colors
HARDWARE CALIBRATED: Factory hardware calibration ensures that the color displayed perfectly from the start (Calibration report included in box)
FLEXIBLE CONNECTIVITY: The VP2768a-4K supports laptops, PCs, Macs and more with USB-C, RJ45, USB, HDMI, DisplayPort inputs

$200 cash only and. no trades or delivery.",7856003613,
WE SELL PHONES / LAPTOPS / IPADS & TABLETS,$50,Or/wa,https://portland.craigslist.org/clk/syd/d/vancouver-we-sell-phones-laptops-ipads/7855939566.html,,,,"QR Code Link to This Post


We are My Broken Phone, we buy / sell / trade as well as offer repairs to most technology devices!

Located at: 
516 SE Chkalov Dr
Ste 35
Vancouver, WA  98683

Here’s our current inventory 

Phones

Samsung XCover 6 Pro
Verizon | Unlocked
$239.99

OnePlus 8T 256GB
GSM Unlocked
$139.99

Samsung Cover Pro
GSM Unlocked
$119.99

Samsung Galaxy S8
64GB Unlocked
$119.99

Motorola Moto 5G 2022
GSM Unlocked
$109.99

Sony ZX2 64GB
GSM Unlocked
$89.99

iPhone SE 2020 64GB
Unlocked
$149.99

iPhone 13 Pro Max 128GB 
Unlocked
$499.99

iPhone 14 Plus 128GB 
Unlocked
$449.99

iPhone 13 128GB
Unlocked
$349.99

iPads / Tablets

iPad Air 4th Gen 64GB 
WiFi Only 
$319.99 

iPad 9th Gen 64GB 
WIFI + Cellular 
$239.99

Samsung Tab S8 SM-X700
128GB w/Keyboard Case
$395.00

iPad 8th Gen 128GB 
WIFI + Cellular 
$219.99

iPad 7th Ten 128GB 
WiFi + Cellular
$179.99

Laptops
Intel Core i7-8650U
CPU @ 1.90GHz
16.00GB RAM
128GB SSD Storage
$299.99

Lenovo Thinkbook 14 G4
AMD Ryzen 5 5650U w/ Radeon Graphics
16.00GB RAM
256GB SSD Storage
$349.99 

Lenovo Thinkpad T14 Gen 3
AMD Ryzen 7 Pro 6850U w/ Radeon Graphics
16.00GB RAM
512GB SSD Storage
$419.99

Lenovo Thinkpad E14
Intel Core i5-10210U
CPU @ 1.60GHz
8.00GB RAM
256GB SSD Storage
$299.99

HP Spectre X360 13™
Intel Core i7-7500U
CPU @ 2.70GHz
16.00GB RAM
128GB SSD Storage
$259.99

Dell Latitude 7280
Intel Core i7-7600U
CPU @ 2.80GHz
16.00GB RAM
128GB SSD Storage
$249.99",7855939566,
Recycling your Computer ?,$0,Portland,https://portland.craigslist.org/mlt/sys/d/portland-recycling-your-computer/7855764254.html,,,,"QR Code Link to This Post


Will come an pick up your old computers & laptops  &  computer accessories -  storage media - flash drives  - if needed either wipe them in your presence & or help you transfer data to your replacement devices 

Cheers",7855764254,
Wanted : Laptops  ….  Newer / Older,$0,Portland Area,https://portland.craigslist.org/clk/sys/d/portland-wanted-laptops-newer-older/7850348677.html,,,,"QR Code Link to This Post


I'm in the market for slightly older LAPTOPS / Notebook or Netbooks , Old Mac Apple Macbook Air Pro , Microsoft Surface Pro Book Studio 2 3 4 5 6 7 Dell MSI ASUS HP Elitebbook Pro Alienware Razer Lenovo Omen Acer 

Newer ones I may buy - but depends on condition / shape , specs and what accessories are included or not  , and if  fully working or not. 

And I will also pick up any ones for free / repurpose and or recycle those that can’t be repurposed 

Just get back to me with those specs of your laptop and if any problems and a phone number I can reach you back at to arrange to purchase it.

Thank you and look forward to meeting / dealing with you.",7850348677,
Gaming PC,$700,Lake Oswego,https://portland.craigslist.org/clc/sys/d/lake-oswego-gaming-pc/7850336268.html,,,,"QR Code Link to This Post


Parts:

(RAM) CORSAIR Vengeance LPX (AMD Ryzen Ready) 16GB (2 x 8GB) DDR4 2400 (PC4 19200) Desktop Memory Model CMK16GX4M2Z2400C16

(CPU) Intel Core i5 8th Gen - Core i5-8400 Coffee Lake 6-Core 2.8 GHz (4.0 GHz Turbo) LGA 1151 (300 Series) 65W BX80684I58400 Desktop Processor Intel UHD Graphics 630

(GPU) EVGA GeForce GTX 1080 SC GAMING ACX 3.0, 08G-P4-6183-KR, 8GB GDDR5X, LED, DX12 OSD Support (PXOC)

(Power Supply) CORSAIR RMx Series RM650X 650W 80 PLUS GOLD Haswell Ready Full Modular ATX12V & EPS12V SLI and Crossfire Ready Power Supply

(Motherboard)GIGABYTE Z370P D3 (rev. 1.0) LGA 1151 (300 Series) Intel Z370 HDMI SATA 6Gb/s USB 3.1 ATX Intel Motherboard

(Memory Total 1.4T) Samsung 870 EVO SATA III SSD 1TB 2.5” Internal Solid State Drive, Upgrade PC or Laptop Memory and Storage for IT Pros, Creators, Everyday Users, MZ-77E1T0B/AM

(Case) NZXT H510 - Compact ATX Mid-Tower PC Gaming Case - Front I/O USB Type-C Port - Tempered Glass Side Panel - Cable Management System - Water-Cooling Ready - Steel Construction - Black, CA-H510B-B1

(Fans / Cooling System) 2 NZXT Aer F140Q Black - High Performance Airflow Fans",7850336268,
ASUS ROG m16,$850,Portland,https://portland.craigslist.org/wsc/sys/d/portland-asus-rog-m16/7850242627.html,,,,"QR Code Link to This Post


Selling my gaming laptop. 

AMD 5900Hx
1tb ssd
NVIDIA GTX 3070
16 gb ram
165 hz qhd display.",7850242627,
"Dell 5491 14.1"" Core i7-8850H. 16Gb. 256Gb NVME SSD. HDMI. FHD. Win11P",$220,Portland,https://portland.craigslist.org/mlt/sys/d/portland-dell-core-i7-8850h-16gb-256gb/7842775054.html,,,,"QR Code Link to This Post



2019 Dell Latitude 5491 laptop / notebook, 14.1"" display FHD, Core i7-8550H, 
16gb RAM, 256gb NVME SSD, HDMI, Windows 11pro 

Very little signs of cosmetic wear, clean with good backlight keyboard and solid 
hinges. Clean and bright screen. Windows 11 pro fresh install with all updates. 
Some utilities software. Latest BIOS.

CPU:	6 core/12 threads Intel Core i7-8850H running at 2.6Ghz.
RAM: 	16 GB DDR4 memory.
Video:	Intel UHD Graphics 630 
Boot: 	fast Samsung 256 GB M.2 NVME SSD (Solid State Drive)
Display 14.1 inch diagonal FHD (1920pix by 1080pix) BrightView LED-backlit display.
Ports, connectors: 
HDMI + VGA outputs, 3*USB 3.1 + USB-type C + universal audio + smart card reader 
Ethernet connector + dual-band Intel Wi-Fi and Bluetooth 4.2
Good battery. Original Dell 135W charger (120V - 240V).


If you are interested to see / test the laptop, or for more info please email me 
some contact info and I will get back to you (call or text) ASAP. Come see and 
test it.  
Thank you.



.
i5, i9, Lenovo, Chromebook, Thinkpad, Satellite, Inspiron, Vaio, Asus, HP",7842775054,
